[authlib-injector] [INFO] Logging file: F:\ModTest\versions\1.16.5-Forge\authlib-injector.log
[authlib-injector] [INFO] Version: 1.2.7
[authlib-injector] [INFO] Authentication server: http://localhost:50015
[authlib-injector] [WARNING] You are using HTTP protocol, which is INSECURE! Please switch to HTTPS if possible.
2026-08-30 07:26:31,744 main ERROR Error processing element Queue ([Appenders: null]): CLASS_NOT_FOUND
2026-08-30 07:26:32,181 main ERROR Unable to locate appender "ServerGuiConsole" for logger config "root"
[07:26:32] [main/INFO]: ModLauncher running: args [--username, 165, --version, 1.16.5-Forge, --gameDir, F:\ModTest\versions\1.16.5-Forge, --assetsDir, F:\ModTest\assets, --assetIndex, 1.16, --uuid, 9ec8cd4d374a31d2acee87a84f0d903d, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, HMCL 3.16.0.348, --width, 1280, --height, 768, --launchTarget, fmlclient, --fml.forgeVersion, 36.2.42, --fml.mcVersion, 1.16.5, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20210115.111550]
[07:26:33] [main/INFO]: ModLauncher 8.1.3+8.1.3+main-8.1.x.c94d18ec starting: java version 17.0.11 by Oracle Corporation
[07:26:34] [main/INFO]: Added Lets Encrypt root certificates as additional trust
[07:27:12] [Render thread/INFO]: Wrote 1694 byte class file net.minecraftforge.event.entity.living.LivingEntityUseItemEvent$Stop to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingEntityUseItemEvent$Stop.class
[07:27:12] [Render thread/INFO]: Wrote 1532 byte class file net.minecraftforge.event.world.ExplosionEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.ExplosionEvent.class
[07:27:12] [Render thread/INFO]: Wrote 1294 byte class file net.minecraftforge.event.world.ExplosionEvent$Start to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.ExplosionEvent$Start.class
[07:27:12] [Render thread/INFO]: Wrote 3150 byte class file net.minecraftforge.event.world.BlockEvent$EntityPlaceEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.BlockEvent$EntityPlaceEvent.class
[07:27:12] [Render thread/INFO]: Wrote 2895 byte class file net.minecraftforge.event.world.BlockEvent$EntityMultiPlaceEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.BlockEvent$EntityMultiPlaceEvent.class
[07:27:12] [Render thread/INFO]: Wrote 1891 byte class file net.minecraftforge.event.LootTableLoadEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.LootTableLoadEvent.class
[07:27:12] [Render thread/INFO]: Wrote 1959 byte class file net.minecraftforge.event.entity.living.LivingSpawnEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingSpawnEvent.class
[07:27:12] [Render thread/INFO]: Wrote 2312 byte class file net.minecraftforge.event.entity.living.LivingSpawnEvent$CheckSpawn to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingSpawnEvent$CheckSpawn.class
[07:27:12] [Render thread/INFO]: Wrote 2507 byte class file net.minecraftforge.event.furnace.FurnaceFuelBurnTimeEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.furnace.FurnaceFuelBurnTimeEvent.class
[07:27:12] [Render thread/INFO]: Wrote 2714 byte class file net.minecraftforge.event.world.WorldEvent$PotentialSpawns to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.WorldEvent$PotentialSpawns.class
[07:27:12] [Render thread/INFO]: Wrote 1990 byte class file net.minecraftforge.client.event.ClientChatReceivedEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.ClientChatReceivedEvent.class
[07:27:12] [Render thread/INFO]: Wrote 1301 byte class file net.minecraftforge.event.entity.EntityEvent$CanUpdate to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.EntityEvent$CanUpdate.class
[07:27:12] [Render thread/INFO]: Wrote 2542 byte class file net.minecraftforge.client.event.RenderBlockOverlayEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderBlockOverlayEvent.class
[07:27:12] [Render thread/INFO]: Wrote 1842 byte class file net.minecraftforge.event.world.ChunkWatchEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.ChunkWatchEvent.class
[07:27:12] [Render thread/INFO]: Wrote 1303 byte class file net.minecraftforge.event.world.ChunkWatchEvent$Watch to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.ChunkWatchEvent$Watch.class
[07:27:12] [Render thread/INFO]: Wrote 1309 byte class file net.minecraftforge.event.world.ChunkWatchEvent$UnWatch to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.ChunkWatchEvent$UnWatch.class
[07:27:12] [Render thread/INFO]: Wrote 2214 byte class file net.minecraftforge.event.entity.living.EnderTeleportEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.EnderTeleportEvent.class
[07:27:12] [Render thread/INFO]: Wrote 2962 byte class file net.minecraftforge.event.entity.living.EntityTeleportEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.EntityTeleportEvent.class
[07:27:12] [Render thread/INFO]: Wrote 1372 byte class file net.minecraftforge.event.entity.living.EntityTeleportEvent$SpreadPlayersCommand to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.EntityTeleportEvent$SpreadPlayersCommand.class
[07:27:12] [Render thread/INFO]: Wrote 1517 byte class file net.minecraftforge.event.entity.EntityStruckByLightningEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.EntityStruckByLightningEvent.class
[07:27:13] [Render thread/INFO]: Wrote 1983 byte class file net.minecraftforge.event.world.ExplosionEvent$Detonate to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.ExplosionEvent$Detonate.class
[07:27:13] [Render thread/INFO]: Wrote 1556 byte class file net.minecraftforge.event.entity.living.EntityTeleportEvent$ChorusFruit to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.EntityTeleportEvent$ChorusFruit.class
[07:27:13] [Render thread/INFO]: Wrote 1652 byte class file net.minecraftforge.event.entity.living.AnimalTameEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.AnimalTameEvent.class
[07:27:13] [Render thread/INFO]: Wrote 2110 byte class file net.minecraftforge.event.entity.player.ArrowLooseEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.ArrowLooseEvent.class
[07:27:13] [Render thread/INFO]: Wrote 2578 byte class file net.minecraftforge.event.entity.player.ArrowNockEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.ArrowNockEvent.class
[07:27:13] [Render thread/INFO]: Wrote 2535 byte class file net.minecraftforge.event.world.BlockEvent$BlockToolInteractEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.BlockEvent$BlockToolInteractEvent.class
[07:27:13] [Render thread/INFO]: Wrote 2854 byte class file net.minecraftforge.event.entity.EntityEvent$Size to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.EntityEvent$Size.class
[07:27:13] [Render thread/INFO]: Wrote 3776 byte class file net.minecraftforge.event.AttachCapabilitiesEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.AttachCapabilitiesEvent.class
[07:27:13] [Render thread/INFO]: Wrote 1746 byte class file net.minecraftforge.event.world.SaplingGrowTreeEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.SaplingGrowTreeEvent.class
[07:27:13] [Render thread/INFO]: Wrote 1725 byte class file net.minecraftforge.event.world.BlockEvent$PortalSpawnEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.BlockEvent$PortalSpawnEvent.class
[07:27:13] [Render thread/INFO]: Wrote 1582 byte class file net.minecraftforge.client.event.ClientChatEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.ClientChatEvent.class
[07:27:13] [Render thread/INFO]: Wrote 2225 byte class file net.minecraftforge.event.brewing.PotionBrewEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.brewing.PotionBrewEvent.class
[07:27:13] [Render thread/INFO]: Wrote 1288 byte class file net.minecraftforge.event.brewing.PotionBrewEvent$Post to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.brewing.PotionBrewEvent$Post.class
[07:27:13] [Render thread/INFO]: Wrote 1944 byte class file net.minecraftforge.event.world.BlockEvent$CreateFluidSourceEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.BlockEvent$CreateFluidSourceEvent.class
[07:27:13] [Render thread/INFO]: Wrote 1357 byte class file net.minecraftforge.event.entity.living.EntityTeleportEvent$TeleportCommand to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.EntityTeleportEvent$TeleportCommand.class
[07:27:13] [Render thread/INFO]: Wrote 1556 byte class file net.minecraftforge.event.entity.living.EntityTeleportEvent$EnderEntity to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.EntityTeleportEvent$EnderEntity.class
[07:27:13] [Render thread/INFO]: Wrote 1271 byte class file net.minecraftforge.event.entity.living.LivingConversionEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingConversionEvent.class
[07:27:13] [Render thread/INFO]: Wrote 2374 byte class file net.minecraftforge.event.entity.living.LivingConversionEvent$Pre to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingConversionEvent$Pre.class
[07:27:13] [Render thread/INFO]: Wrote 1373 byte class file net.minecraftforge.event.entity.living.LivingConversionEvent$Post to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingConversionEvent$Post.class
[07:27:13] [Render thread/INFO]: Wrote 1813 byte class file net.minecraftforge.event.entity.player.UseHoeEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.UseHoeEvent.class
[07:27:13] [Render thread/INFO]: Wrote 2476 byte class file net.minecraftforge.event.entity.player.ItemTooltipEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.ItemTooltipEvent.class
[07:27:14] [Render thread/INFO]: Wrote 2094 byte class file net.minecraftforge.event.entity.living.EntityTeleportEvent$EnderPearl to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.EntityTeleportEvent$EnderPearl.class
[07:27:14] [Render thread/INFO]: Wrote 2367 byte class file net.minecraftforge.event.entity.player.PlayerEvent$BreakSpeed to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerEvent$BreakSpeed.class
[07:27:14] [Render thread/INFO]: Wrote 1368 byte class file net.minecraftforge.event.entity.player.PlayerWakeUpEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerWakeUpEvent.class
[07:27:14] [Render thread/INFO]: Wrote 1586 byte class file net.minecraftforge.event.entity.player.PlayerFlyableFallEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerFlyableFallEvent.class
[07:27:14] [Render thread/INFO]: Wrote 1440 byte class file net.minecraftforge.event.entity.living.ZombieEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.ZombieEvent.class
[07:27:14] [Render thread/INFO]: Wrote 2638 byte class file net.minecraftforge.event.entity.living.ZombieEvent$SummonAidEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.ZombieEvent$SummonAidEvent.class
[07:27:14] [Render thread/INFO]: Wrote 2922 byte class file net.minecraftforge.event.world.PistonEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.PistonEvent.class
[07:27:14] [Render thread/INFO]: Wrote 1594 byte class file net.minecraftforge.event.world.PistonEvent$Pre to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.PistonEvent$Pre.class
[07:27:14] [Render thread/INFO]: Wrote 1461 byte class file net.minecraftforge.event.world.PistonEvent$Post to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.PistonEvent$Post.class
[07:27:14] [Render thread/INFO]: Wrote 2181 byte class file net.minecraftforge.event.entity.player.PlayerEvent$SaveToFile to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerEvent$SaveToFile.class
[07:27:15] [Render thread/INFO]: Wrote 1399 byte class file net.minecraftforge.event.entity.player.PlayerEvent$StartTracking to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerEvent$StartTracking.class
[07:27:15] [Render thread/INFO]: Wrote 1604 byte class file net.minecraftforge.event.entity.living.LivingPackSizeEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingPackSizeEvent.class
[07:27:15] [Render thread/INFO]: Wrote 1396 byte class file net.minecraftforge.event.entity.player.PlayerEvent$StopTracking to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerEvent$StopTracking.class
[07:27:15] [Render thread/INFO]: Wrote 2187 byte class file net.minecraftforge.event.entity.player.PlayerEvent$LoadFromFile to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerEvent$LoadFromFile.class
[07:27:15] [Render thread/INFO]: Wrote 1755 byte class file net.minecraftforge.event.entity.player.PlayerDestroyItemEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerDestroyItemEvent.class
[07:27:15] [Render thread/INFO]: Wrote 1660 byte class file net.minecraftforge.event.entity.player.SleepingLocationCheckEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.SleepingLocationCheckEvent.class
[07:27:15] [Render thread/INFO]: Wrote 2585 byte class file net.minecraftforge.event.entity.PlaySoundAtEntityEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.PlaySoundAtEntityEvent.class
[07:27:15] [Render thread/INFO]: Wrote 1325 byte class file net.minecraftforge.event.entity.EntityMobGriefingEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.EntityMobGriefingEvent.class
[07:27:15] [Render thread/INFO]: Wrote 2196 byte class file net.minecraftforge.event.world.BlockEvent$NeighborNotifyEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.BlockEvent$NeighborNotifyEvent.class
[07:27:15] [Render thread/INFO]: Wrote 1705 byte class file net.minecraftforge.event.entity.living.LivingDestroyBlockEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingDestroyBlockEvent.class
[07:27:15] [Render thread/INFO]: Wrote 1486 byte class file net.minecraftforge.event.entity.item.ItemExpireEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.item.ItemExpireEvent.class
[07:27:15] [Render thread/INFO]: Wrote 1748 byte class file net.minecraftforge.event.entity.player.EntityItemPickupEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.EntityItemPickupEvent.class
[07:27:16] [Render thread/INFO]: Wrote 2591 byte class file net.minecraftforge.event.entity.player.FillBucketEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.FillBucketEvent.class
[07:27:16] [Render thread/INFO]: Wrote 2469 byte class file net.minecraftforge.event.entity.player.BonemealEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.BonemealEvent.class
[07:27:16] [Render thread/INFO]: Wrote 1537 byte class file net.minecraftforge.event.world.WorldEvent$CreateSpawnPosition to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.WorldEvent$CreateSpawnPosition.class
[07:27:16] [Render thread/INFO]: Wrote 2243 byte class file net.minecraftforge.event.world.BlockEvent$FluidPlaceBlockEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.BlockEvent$FluidPlaceBlockEvent.class
[07:27:16] [Render thread/INFO]: Wrote 1655 byte class file net.minecraftforge.event.entity.living.LivingSpawnEvent$AllowDespawn to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingSpawnEvent$AllowDespawn.class
[07:27:16] [Render thread/INFO]: Wrote 1944 byte class file net.minecraftforge.event.entity.ProjectileImpactEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.ProjectileImpactEvent.class
[07:27:16] [Render thread/INFO]: Wrote 1651 byte class file net.minecraftforge.event.entity.ProjectileImpactEvent$Fireball to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.ProjectileImpactEvent$Fireball.class
[07:27:16] [Render thread/INFO]: Wrote 1621 byte class file net.minecraftforge.event.entity.ProjectileImpactEvent$Arrow to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.ProjectileImpactEvent$Arrow.class
[07:27:16] [Render thread/INFO]: Wrote 1661 byte class file net.minecraftforge.event.entity.ProjectileImpactEvent$FishingBobber to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.ProjectileImpactEvent$FishingBobber.class
